,date,source,title,url
436,"Aug 25, 2017",Investing.com,"Forex - Dollar little changed vs. rivals, eyes on central banks",https://investing.com/news/forex-news/forex--dollar-little-changed-vs-rivals-eyes-on-central-banks-522366
440,"Aug 24, 2017",Investing.com,"Forex - Dollar holds onto modest gains, Jackson Hole on tap",https://investing.com/news/forex-news/forex--dollar-holds-onto-modest-gains-jackson-hole-on-tap-521872
441,"Aug 23, 2017",Investing.com,Dollar down as Trump threatens to 'close government'  ,https://investing.com/news/forex-news/dollar-down-as-trump-threatens-to-close-government-521635
442,"Aug 23, 2017",Investing.com,Forex - Dollar turns lower after downbeat U.S. data,https://investing.com/news/forex-news/forex--dollar-turns-lower-after-downbeat-us-data-521563
443,"Aug 23, 2017",Investing.com,Forex - Dollar holds steady vs. other majors in cautious trade,https://investing.com/news/forex-news/forex--dollar-holds-steady-vs-other-majors-in-cautious-trade-521423
444,"Aug 22, 2017",Investing.com,Dollar rebounds ahead of central banking symposium,https://investing.com/news/forex-news/dollar-rebounds-ahead-of-central-banking-symposium-521182
445,"Aug 22, 2017",Investing.com,Forex - Dollar index holds onto gains in subdued trade,https://investing.com/news/forex-news/forex--dollar-index-holds-onto-gains-in-subdued-trade-521092
446,"Aug 22, 2017",Investing.com,Forex - Dollar remains broadly higher in quiet trade,https://investing.com/news/forex-news/forex--dollar-remains-broadly-higher-in-quiet-trade-521016
447,"Aug 22, 2017",Investing.com,Forex - Dollar extends gains vs. other majors in cautious trade,https://investing.com/news/forex-news/forex--dollar-extends-gains-vs-other-majors-in-cautious-trade-520947
451,"Aug 21, 2017",Investing.com,Forex - Dollar holds steady vs. other majors,https://investing.com/news/forex-news/forex--dollar-holds-steady-vs-other-majors-520595
452,"Aug 21, 2017",Investing.com,Forex - Dollar little changed vs. rivals in subdued trade,https://investing.com/news/forex-news/forex--dollar-little-changed-vs-rivals-in-subdued-trade-520536
453,"Aug 18, 2017",Investing.com,CFTC: S&P 500 Net Longs at 5-Month High; Gold Net Longs at 2-Month High,https://investing.com/news/forex-news/cftc-sp-500-net-longs-at-5month-high-gold-net-longs-at-2month-high-520308
454,"Aug 18, 2017",Investing.com,Forex - Dollar index still on the downside in risk-off trade,https://investing.com/news/forex-news/forex--dollar-index-still-on-the-downside-in-riskoff-trade-520150
455,"Aug 18, 2017",Investing.com,"Forex - Dollar remains lower on Barcelona attack, U.S. political woes",https://investing.com/news/forex-news/forex--dollar-remains-lower-on-barcelona-attack-us-political-woes-520089
456,"Aug 18, 2017",Investing.com,Forex - Dollar pushes lower as market sentiment wanes,https://investing.com/news/forex-news/forex--dollar-pushes-lower-as-market-sentiment-wanes-520027
457,"Aug 17, 2017",Investing.com,"Forex - Dollar trims gains as Fed, political tensions dominate",https://investing.com/news/forex-news/forex--dollar-trims-gains-as-fed-political-tensions-dominate-519731
458,"Aug 17, 2017",Investing.com,Forex - Dollar index pushes higher on upbeat U.S. data,https://investing.com/news/forex-news/forex--dollar-index-pushes-higher-on-upbeat-us-data-519659
462,"Aug 16, 2017",Investing.com,Forex - Dollar pares gains as U.S. housing sector data disappoints,https://investing.com/news/forex-news/forex--dollar-pares-gains-as-us-housing-sector-data-disappoints-519174
463,"Aug 16, 2017",Investing.com,Forex - Dollar index holds steady ahead of Fed meeting minutes,https://investing.com/news/forex-news/forex--dollar-index-holds-steady-ahead-of-fed-meeting-minutes-519079
464,"Aug 16, 2017",Investing.com,"Forex - Dollar steady, holds gains after surge on retail sales data",https://investing.com/news/forex-news/forex--dollar-steady-holds-gains-after-surge-on-retail-sales-data-519041
465,"Aug 15, 2017",Investing.com,Dollar steadies near 3-week highs on bullish retail sales data,https://investing.com/news/forex-news/dollar-steadies-near-3week-highs-on-bullish-retail-sales-data-518840
466,"Aug 15, 2017",Investing.com,"Forex - Dollar holds onto gains, U.S. data supports",https://investing.com/news/forex-news/forex--dollar-holds-onto-gains-us-data-supports-518772
467,"Aug 15, 2017",Investing.com,Forex - Dollar extends gains on upbeat U.S. retail sales data,https://investing.com/news/forex-news/forex--dollar-extends-gains-on-upbeat-us-retail-sales-data-518675
468,"Aug 15, 2017",Investing.com,"Forex - Dollar remains higher vs. rivals, US data ahead",https://investing.com/news/forex-news/forex--dollar-remains-higher-vs-rivals-us-data-ahead-518591
469,"Aug 15, 2017",Investing.com,Forex - Dollar higher against yen as North Korea tensions ebb,https://investing.com/news/forex-news/forex--dollar-higher-against-yen-as-north-korea-tensions-ebb-518529
473,"Aug 14, 2017",Investing.com,Dollar steadies as US-North Korea tensions ease,https://investing.com/news/forex-news/dollar-steadies-as-usnorth-korea-tensions-ease-518311
474,"Aug 14, 2017",Investing.com,Forex - Dollar remains broadly higher vs. other majors,https://investing.com/news/forex-news/forex--dollar-remains-broadly-higher-vs-other-majors-518249
475,"Aug 14, 2017",Investing.com,Forex - Dollar holds onto gains vs. rivals in quiet trade,https://investing.com/news/forex-news/forex--dollar-holds-onto-gains-vs-rivals-in-quiet-trade-518140
476,"Aug 14, 2017",Investing.com,U.S. stock futures point to higher open as North Korea tension fades,https://investing.com/news/stock-market-news/u.s.-stock-futures-point-to-higher-open-as-north-korea-tension-fades-518103
477,"Aug 14, 2017",Investing.com,Top 5 things to know in the market on Monday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-monday-518085
478,"Aug 14, 2017",Investing.com,"Forex - Dollar index bounces off 1-week trough, moves higher",https://investing.com/news/forex-news/forex--dollar-index-bounces-off-1week-trough-moves-higher-518084
479,"Aug 14, 2017",Investing.com,Forex - Dollar pushes higher as market volatility eases,https://investing.com/news/forex-news/forex--dollar-pushes-higher-as-market-volatility-eases-518064
480,"Aug 13, 2017",Investing.com,Forex - Weekly outlook: August 14 - 18,https://investing.com/news/forex-news/forex--weekly-outlook-august-14--18-517952
484,"Aug 11, 2017",Investing.com,Forex - Dollar index drops to 1-week lows after U.S. inflation miss,https://investing.com/news/forex-news/forex--dollar-index-drops-to-1week-lows-after-us-inflation-miss-517616
485,"Aug 11, 2017",Investing.com,"U.S. stock futures lower as markets watch North Korea, CPI on tap","https://investing.com/news/stock-market-news/u.s.-stock-futures-lower-as-markets-watch-north-korea,-cpi-on-tap-517550"
486,"Aug 11, 2017",Investing.com,Top 5 things to know in the market on Friday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-friday-517523
487,"Aug 11, 2017",Investing.com,Forex - Dollar moderately higher ahead of U.S. inflation data,https://investing.com/news/forex-news/forex--dollar-moderately-higher-ahead-of-us-inflation-data-517514
488,"Aug 11, 2017",Investing.com,"Forex - Dollar little changed amid mounting tensions, U.S. data on tap",https://investing.com/news/forex-news/forex--dollar-little-changed-amid-mounting-tensions-us-data-on-tap-517479
489,"Aug 10, 2017",Investing.com,"Forex - Dollar holds steady, focus turns to Friday inflation data",https://investing.com/news/forex-news/forex--dollar-holds-steady-focus-turns-to-friday-inflation-data-517147
490,"Aug 10, 2017",Investing.com,Weekly Comic: Trump and Kim continue their dangerous war game,https://investing.com/news/economy-news/weekly-comic:-trump-and-kim-continue-their-dangerous-war-game-517090
491,"Aug 10, 2017",Investing.com,Forex - Dollar trims gains after U.S. data disappoints,https://investing.com/news/forex-news/forex--dollar-trims-gains-after-us-data-disappoints-517063
495,"Aug 09, 2017",Investing.com,"U.S. stocks hit by tensions with North Korea, Disney sinks 5%",https://investing.com/news/stock-market-news/us-stocks-hit-by-tensions-with-north-korea-disney-sinks-5-516580
496,"Aug 09, 2017",Investing.com,Forex - Dollar holds onto modest gains in quiet trade,https://investing.com/news/forex-news/forex--dollar-index-holds-onto-modest-gains-in-quiet-trade-516548
497,"Aug 09, 2017",Investing.com,"Forex - Dollar holds steady, focus remains on U.S.-North Korea tensions",https://investing.com/news/forex-news/forex--dollar-holds-steady-focus-remains-on-usnorth-korea-tensions-516459
498,"Aug 09, 2017",Investing.com,Gold spikes 1% as investors pile into safe havens,https://investing.com/news/commodities-news/gold-spikes-1-as-investors-pile-into-safe-havens-516434
499,"Aug 09, 2017",Investing.com,U.S. stock futures sink as North Korea tensions shake markets,https://investing.com/news/stock-market-news/u.s.-stock-futures-sink-as-north-korea-tensions-shake-markets-516371
500,"Aug 09, 2017",Investing.com,Top 5 things to know in the market on Wednesday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-wednesday-516341
501,"Aug 09, 2017",Investing.com,Forex - Dollar index little changed amid global tensions,https://investing.com/news/forex-news/forex--dollar-index-little-changed-amid-global-tensions-516325
502,"Aug 09, 2017",Investing.com,Forex - Swiss franc jumps higher in risk-off trade,https://investing.com/news/forex-news/forex--swiss-franc-jumps-higher-in-riskoff-trade-516320
506,"Aug 08, 2017",Investing.com,"Forex - Dollar index turns higher, hits fresh 1-week peak",https://investing.com/news/forex-news/forex--dollar-index-turns-higher-hits-fresh-1week-peak-515932
507,"Aug 08, 2017",Investing.com,Forex - Dollar index continues to slip in subdued trade,https://investing.com/news/forex-news/forex--dollar-index-continues-to-slip-in-subdued-trade-515843
508,"Aug 08, 2017",Investing.com,Forex - Dollar remains moderately lower vs. other majors,https://investing.com/news/forex-news/forex--dollar-remains-moderately-lower-vs-other-majors-515702
509,"Aug 07, 2017",Investing.com,Forex - Dollar holds steady vs. other majors in subdued trade,https://investing.com/news/forex-news/forex--dollar-holds-steady-vs-other-majors-in-subdued-trade-515361
510,"Aug 07, 2017",Investing.com,Forex - Dollar little changed vs. rivals in quiet trade,https://investing.com/news/forex-news/forex--dollar-little-changed-vs-rivals-in-quiet-trade-515265
511,"Aug 07, 2017",Investing.com,Forex - Dollar index slips lower as markets digest NFP data,https://investing.com/news/forex-news/forex--dollar-index-slips-lower-as-markets-digest-nfp-data-515181
512,"Aug 04, 2017",Investing.com,"CFTC: Speculators Less Bullish on Euro, S&P 500; More Bullish on Crude Oil, Gold, CAD",https://investing.com/news/forex-news/cftc-speculators-less-bullish-on-euro-sp-500-more-bullish-on-oil-514959
513,"Aug 04, 2017",Investing.com,Forex - Dollar rallies to 1-week highs on strong NFP report,https://investing.com/news/forex-news/forex--dollar-rallies-to-1week-highs-on-strong-nfp-report-514822
517,"Aug 03, 2017",Investing.com,Forex - Dollar slips lower as markets turn to NFP report,https://investing.com/news/forex-news/forex--dollar-turns-lower-as-markets-turn-to-nfp-report-514233
518,"Aug 03, 2017",Investing.com,"Forex - Dollar index little changed after upbeat U.S. data, BoE",https://investing.com/news/forex-news/forex--dollar-index-little-changed-after-upbeat-us-data-boe-514132
519,"Aug 03, 2017",Investing.com,"Forex - Dollar index holds steady, just off 15-month lows",https://investing.com/news/forex-news/forex--dollar-index-holds-steady-just-off-15month-lows-513962
520,"Aug 02, 2017",Seeking Alpha,Dollar breaks to new lows,https://investing.com/news/stock-market-news/dollar-breaks-to-new-lows-513637
521,"Aug 02, 2017",Investing.com,Forex - Dollar remains near 15-month lows vs. other majors,https://investing.com/news/forex-news/forex--dollar-remains-near-15month-lows-vs-other-majors-513525
522,"Aug 02, 2017",Investing.com,"Forex - Dollar trims losses after ADP report, remains under pressure",https://investing.com/news/forex-news/dollar-trims-losses-after-adp-report-remains-under-pressure-513404
523,"Aug 02, 2017",Investing.com,"Forex - Dollar hovers at 15-month lows vs. rivals, U.S. data on tap",https://investing.com/news/forex-news/dollar-hovers-at-15month-lows-vs-rivals-us-data-on-tap-513291
524,"Jul 28, 2017",Investing.com,Forex - Dollar remains broadly weaker after U.S. data,https://investing.com/news/forex-news/forex---dollar-remains-broadly-weaker-after-u.s.-data-511751
528,"Jul 27, 2017",Investing.com,Dollar index continues to climb off multi-month lows,https://investing.com/news/forex-news/dollar-index-continues-to-climb-off-multi-month-lows-511057
529,"Jul 27, 2017",Investing.com,Dollar index bounces off 13-month lows but gains seen limited,https://investing.com/news/forex-news/dollar-index-bounces-off-13-month-lows-but-gains-seen-limited-510949
530,"Jul 27, 2017",Investing.com,Dollar index hovers at 13-month lows on Fed remarks,https://investing.com/news/forex-news/dollar-index-hovers-at-13-month-lows-on-fed-remarks-510772
531,"Jul 26, 2017",Investing.com,"Dollar holds steady after U.S. data, Fed decision on tap","https://investing.com/news/forex-news/dollar-holds-steady-after-u.s.-data,-fed-decision-on-tap-510308"
532,"Jul 26, 2017",Investing.com,Dollar trims gains with Fed decision in focus,https://investing.com/news/forex-news/dollar-trims-gains-with-fed-decision-in-focus-510205
533,"Jul 26, 2017",Investing.com,Dollar index edges higher ahead of FOMC statement,https://investing.com/news/forex-news/dollar-index-edges-higher-ahead-of-fomc-statement-510061
534,"Jul 25, 2017",Seeking Alpha,Dollar continues to fade as FOMC begins two-day meeting,https://investing.com/news/stock-market-news/dollar-continues-to-fade-as-fomc-begins-two-day-meeting-509660
535,"Jul 22, 2017",Investing.com,CFTC: Euro Net Longs at 6-Year High; Japanese Yen Net Shorts at 3.5-Year High,https://investing.com/news/forex-news/cftc:-euro-net-longs-at-6-year-high;-japanese-yen-net-shorts-at-3.5-year-high-508726
539,"Jul 07, 2017",Investing.com,Dollar bounces back as markets digest NFP report,https://investing.com/news/forex-news/dollar-bounces-back-as-markets-digest-nfp-report-503227
540,"Jul 07, 2017",Investing.com,Dollar trims gains after U.S. employment report,https://investing.com/news/forex-news/dollar-trims-gains-after-u.s.-employment-report-503167
541,"Jul 07, 2017",Investing.com,Dollar holds onto modest gains with U.S. jobs data on tap,https://investing.com/news/forex-news/dollar-holds-onto-modest-gains-with-u.s.-jobs-data-on-tap-503098
542,"Jul 05, 2017",Investing.com,Dollar remains at 1-week highs despite weak U.S. data,https://investing.com/news/forex-news/dollar-remains-at-1-week-highs-despite-weak-u.s.-data-502291
543,"Jul 05, 2017",Investing.com,Dollar index holds onto modest gains in subdued trade,https://investing.com/news/forex-news/dollar-index-holds-onto-modest-gains-in-subdued-trade-502191
544,"Jul 05, 2017",Investing.com,Forex - Dollar index edges up to 1-week highs in cautious trade,https://investing.com/news/forex-news/forex---dollar-index-edges-up-to-1-week-highs-in-cautious-trade-502113
545,"Jul 03, 2017",Investing.com,Dollar index continues to rise after upbeat ISM report,https://investing.com/news/forex-news/dollar-index-continues-to-rise-after-upbeat-ism-report-501610
546,"Jul 03, 2017",Investing.com,Dollar extends gains vs. rivals in quiet trade,https://investing.com/news/forex-news/dollar-extends-gains-vs.-rivals-in-quiet-trade-501520
550,"Jun 30, 2017",Investing.com,Dollar index remains moderately higher after upbeat UoM report,https://investing.com/news/forex-news/dollar-index-remains-moderately-higher-after-upbeat-uom-report-501034
551,"Jun 30, 2017",Investing.com,Dollar index holds onto modest gains after positive U.S. data,https://investing.com/news/forex-news/dollar-index-holds-onto-modest-gains-after-positive-u.s.-data-500980
552,"Jun 30, 2017",Investing.com,Dollar regains some ground but remains near recent lows,https://investing.com/news/forex-news/dollar-regains-some-ground-but-remains-near-recent-lows-500897
553,"Jun 29, 2017",Investing.com,Dollar remains on the downside despite strong U.S. data,https://investing.com/news/forex-news/dollar-remains-on-the-downside-despite-strong-u.s.-data-500589
554,"Jun 29, 2017",Investing.com,Dollar index pares losses after upbeat U.S. GDP data,https://investing.com/news/forex-news/dollar-index-pares-losses-after-upbeat-u.s.-gdp-data-500518
555,"Jun 29, 2017",Investing.com,Dollar continues to hover at multi-month lows vs. rivals,https://investing.com/news/forex-news/dollar-continues-to-hover-at-multi-month-lows-vs.-rivals-500432
556,"Jun 28, 2017",Investing.com,Dollar index continues to drop after weak U.S. data,https://investing.com/news/forex-news/dollar-index-continues-to-drop-after-weak-u.s.-data-500119
557,"Jun 28, 2017",Investing.com,"Dollar pushes lower vs. rivals, hits fresh multi-month trough","https://investing.com/news/forex-news/dollar-pushes-lower-vs.-rivals,-hits-fresh-multi-month-trough-500023"
561,"Jun 23, 2017",Investing.com,"Dollar index pushes lower, hits fresh 1-week trough","https://investing.com/news/forex-news/dollar-index-pushes-lower,-hits-fresh-1-week-trough-498720"
562,"Jun 23, 2017",Investing.com,Dollar remains broadly lower in quiet trade,https://investing.com/news/forex-news/dollar-remains-broadly-lower-in-quiet-trade-498648
563,"Jun 23, 2017",Investing.com,Dollar near 1-week lows vs. rivals in cautious trade,https://investing.com/news/forex-news/dollar-near-1-week-lows-vs.-rivals-in-cautious-trade-498598
564,"Jun 22, 2017",Investing.com,Dollar index almost unchanged in subdued trade,https://investing.com/news/forex-news/dollar-index-almost-unchanged-in-subdued-trade-498278
565,"Jun 22, 2017",Investing.com,Dollar index holds steady after U.S. data disappoints,https://investing.com/news/forex-news/dollar-index-holds-steady-after-u.s.-data-disappoints-498206
566,"Jun 22, 2017",Investing.com,Dollar little changed vs. rivals ahead of U.S. jobless claims,https://investing.com/news/forex-news/dollar-little-changed-vs.-rivals-ahead-of-u.s.-jobless-claims-498122
567,"Jun 21, 2017",Investing.com,Dollar little changed after U.S. housing sector data,https://investing.com/news/forex-news/dollar-little-changed-after-u.s.-housing-sector-data-497789
568,"Jun 21, 2017",Investing.com,Dollar eases vs. rivals in subdued trade,https://investing.com/news/forex-news/dollar-eases-vs.-rivals-in-subdued-trade-497699
572,"Jun 16, 2017",Investing.com,Forex - Dollar index pushes lower after weak UoM report,https://investing.com/news/forex-news/forex---dollar-index-pushes-lower-after-weak-uom-report-496334
573,"Jun 16, 2017",Investing.com,Forex - Dollar remains broadly lower as U.S. data disappoints,https://investing.com/news/forex-news/forex---dollar-remains-broadly-lower-as-u.s.-data-disappoints-496267
574,"Jun 16, 2017",Investing.com,Forex - Dollar index slips lower ahead of fresh U.S. data,https://investing.com/news/forex-news/forex---dollar-index-slips-lower-ahead-of-fresh-u.s.-data-496199
575,"Jun 15, 2017",Investing.com,Forex - Dollar climbs to 2-week highs vs. other majors,https://investing.com/news/forex-news/forex---dollar-climbs-to-2-week-highs-vs.-other-majors-495861
576,"Jun 15, 2017",Investing.com,Forex - Dollar extends gains on upbeat U.S. economic reports,https://investing.com/news/forex-news/forex---dollar-extends-gains-on-upbeat-u.s.-economic-reports-495782
577,"Jun 15, 2017",Investing.com,"Forex - Dollar higher on Fed move; U.S. data, BoE decision in focus","https://investing.com/news/forex-news/forex---dollar-higher-on-fed-move;-u.s.-data,-boe-decision-in-focus-495676"
578,"Jun 15, 2017",Investing.com,Forex - USD/CHF edges higher after SNB holds,https://investing.com/news/forex-news/forex---usd-chf-edges-higher-after-snb-holds-495659
579,"Jun 15, 2017",Investing.com,SNB leaves key rate on hold,https://investing.com/news/economy-news/snb-leaves-key-rate-on-hold-495655
583,"Jun 14, 2017",Investing.com,Forex - Dollar holds steady ahead of FOMC decision,https://investing.com/news/forex-news/forex---dollar-holds-steady-ahead-of-fomc-decision-495193
584,"Jun 09, 2017",Investing.com,CFTC - Commitments of Traders: Euro Net Longs at 6-Year High,https://investing.com/news/forex-news/cftc---commitments-of-traders:-euro-net-longs-at-6-year-high-493999
585,"Jun 09, 2017",Investing.com,Forex - Dollar remains broadly higher vs. other majors,https://investing.com/news/forex-news/forex---dollar-remains-broadly-higher-vs.-other-majors-493855
586,"Jun 09, 2017",Investing.com,"Forex - Dollar holds onto gains, hovers at 1-1/2 week highs","https://investing.com/news/forex-news/forex---dollar-holds-onto-gains,-hovers-at-1-1-2-week-highs-493758"
587,"Jun 09, 2017",Investing.com,Forex - Dollar pushes higher as U.S. political woes subside,https://investing.com/news/forex-news/forex---dollar-pushes-higher-as-u.s.-political-woes-subside-493697
588,"Jun 08, 2017",Investing.com,"Forex - Dollar remains broadly higher, Comey in focus","https://investing.com/news/forex-news/forex---dollar-remains-broadly-higher,-comey-in-focus-493364"
589,"Jun 08, 2017",Investing.com,Forex - Dollar pushes higher despite U.S. jobless claims data,https://investing.com/news/forex-news/forex---dollar-pushes-higher-despite-u.s.-jobless-claims-data-493288
590,"Jun 08, 2017",Investing.com,Forex - Dollar edges higher but remains near 7-month trough,https://investing.com/news/forex-news/forex---dollar-edges-higher-but-remains-near-7-month-trough-493199
594,"Jun 07, 2017",Investing.com,Forex - Dollar holds steady vs. rivals in risk-off trade,https://investing.com/news/forex-news/forex---dollar-holds-steady-vs.-rivals-in-risk-off-trade-492694
595,"Jun 04, 2017",Investing.com,Forex - Weekly outlook: June 5 - 9,https://investing.com/news/forex-news/forex---weekly-outlook:-june-5---9-491614
596,"Jun 03, 2017",Investing.com,"CFTC: Speculators More Bullish on Euro, Gold, Silver, S&P 500; More Bearish on Sterling","https://investing.com/news/forex-news/cftc:-speculators-more-bullish-on-euro,-gold,-silver,-s-p-500-491435"
597,"Jun 01, 2017",Investing.com,Forex - Dollar pushes higher after upbeat U.S. jobs data,https://investing.com/news/forex-news/forex---dollar-pushes-higher-after-upbeat-u.s.-jobs-data-490690
598,"Jun 01, 2017",Investing.com,Forex - Dollar holds onto modest gains with U.S. data on tap,https://investing.com/news/forex-news/forex---dollar-holds-onto-modest-gains-with-u.s.-data-on-tap-490578
599,"May 31, 2017",Investing.com,"Forex - Dollar index pushes lower, hits 1-week lows","https://investing.com/news/forex-news/forex---dollar-index-pushes-lower,-hits-1-week-lows-490259"
600,"May 31, 2017",Investing.com,Forex - Dollar index turns lower in choppy trade,https://investing.com/news/forex-news/forex---dollar-index-turns-lower-in-choppy-trade-490146
601,"May 31, 2017",Investing.com,Forex - Dollar gains some ground on U.S. rate hike hopes,https://investing.com/news/forex-news/forex---dollar-gains-some-ground-on-u.s.-rate-hike-hopes-490073
605,"May 26, 2017",Investing.com,Forex - Dollar bounces back after upbeat U.S. GDP data,https://investing.com/news/forex-news/forex---dollar-bounces-back-after-upbeat-u.s.-gdp-data-488987
606,"May 26, 2017",Investing.com,Forex - Dollar turns lower vs. rival ahead of U.S. data,https://investing.com/news/forex-news/forex---dollar-turns-lower-vs.-rival-ahead-of-u.s.-data-488895
607,"May 25, 2017",Investing.com,Forex - Dollar holds onto moderate gains in subdued trade,https://investing.com/news/forex-news/forex---dollar-holds-onto-moderate-gains-in-subdued-trade-488573
608,"May 25, 2017",Investing.com,Forex - Dollar edges higher after U.S. jobless claims data,https://investing.com/news/forex-news/forex---dollar-edges-higher-after-u.s.-jobless-claims-data-488483
609,"May 25, 2017",Investing.com,Forex - Dollar steady near 6-month lows after Fed minutes,https://investing.com/news/forex-news/forex---dollar-steady-near-6-month-lows-after-fed-minutes-488395
610,"May 25, 2017",Investing.com,"Forex - Dollar on back foot after Fed minutes, euro pushes higher ","https://investing.com/news/forex-news/forex---dollar-on-back-foot-after-fed-minutes,-euro-pushes-higher-488377"
611,"May 24, 2017",Investing.com,Forex - Dollar holds steady after weak U.S. housing data,https://investing.com/news/forex-news/forex---dollar-holds-steady-after-weak-u.s.-housing-data-488067
612,"May 24, 2017",Investing.com,Forex - Dollar holds steady vs. rivals in quiet trade,https://investing.com/news/forex-news/forex---dollar-holds-steady-vs.-rivals-in-quiet-trade-487974
616,"May 20, 2017",Investing.com,"CFTC: Speculators More Bearish on Canadian dollar, Yen; More Bullish on Euro","https://investing.com/news/forex-news/cftc:-speculators-more-bearish-on-canadian-dollar,-yen;-more-bullish-on-euro-486749"
617,"May 19, 2017",Investing.com,Forex - Dollar continues to slide as U.S. political turmoil dominates,https://investing.com/news/forex-news/forex---dollar-continues-to-slide-as-u.s.-political-turmoil-dominates-486495
618,"May 19, 2017",Investing.com,Forex - Dollar index hits fresh 6-month lows amid U.S. political woes,https://investing.com/news/forex-news/forex---dollar-index-hits-fresh-6-month-lows-amid-u.s.-political-woes-486424
619,"May 19, 2017",Investing.com,Forex - Dollar re-approaches 6-month lows as U.S. worries persist,https://investing.com/news/forex-news/forex---dollar-re-approaches-6-month-lows-as-u.s.-worries-persist-486354
620,"May 18, 2017",Investing.com,"Forex - Dollar remains moderately higher, U.S. data supports","https://investing.com/news/forex-news/forex---dollar-remains-moderately-higher,-u.s.-data-supports-486005"
621,"May 18, 2017",Investing.com,Forex - Dollar holds onto modest gains after upbeat U.S. data,https://investing.com/news/forex-news/forex---dollar-holds-onto-modest-gains-after-upbeat-u.s.-data-485912
622,"May 18, 2017",Investing.com,Forex - Dollar hits fresh 3-week lows against yen on Trump woes,https://investing.com/news/forex-news/forex---dollar-hits-fresh-3-week-lows-against-yen-on-trump-woes-485817
623,"May 18, 2017",Investing.com,Forex - Dollar near six-month lows amid Trump crisis,https://investing.com/news/forex-news/forex---dollar-near-six-month-lows-amid-trump-crisis-485779
627,"May 17, 2017",Investing.com,"Forex - Trump concerns send yen, Swiss franc to multi-week highs","https://investing.com/news/forex-news/forex---trump-concerns-send-yen,-swiss-franc-to-multi-week-highs-485385"
628,"May 17, 2017",Investing.com,"Forex - Dollar index extends losses, hits fresh six-month trough","https://investing.com/news/forex-news/forex---dollar-index-extends-losses,-hits-fresh-six-month-trough-485342"
629,"May 17, 2017",Investing.com,Forex - Dollar hovers at 6-month lows amid U.S. political worries,https://investing.com/news/forex-news/forex---dollar-hovers-at-6-month-lows-amid-u.s.-political-worries-485259
630,"May 12, 2017",Investing.com,"CFTC: Speculators Turn Bullish on Euro; Less Bullish on Oil, S&P 500, Aussie","https://investing.com/news/forex-news/cftc:-speculators-turn-bullish-on-euro;-less-bullish-on-oil,-s-p-500,-aussie-483878"
631,"May 12, 2017",Investing.com,Forex - Dollar pushes lower on downbeat U.S. data,https://investing.com/news/forex-news/forex---dollar-pushes-lower-on-downbeat-u.s.-data-483724
632,"May 12, 2017",Investing.com,Forex - Dollar turns lower after U.S. data disappoints,https://investing.com/news/forex-news/forex---dollar-turns-lower-after-u.s.-data-disappoints-483648
633,"May 12, 2017",Investing.com,Forex - Dollar index almost unchanged ahead of U.S. data,https://investing.com/news/forex-news/forex---dollar-index-almost-unchanged-ahead-of-u.s.-data-483541
634,"May 11, 2017",Investing.com,"Forex - Dollar trims gains, holds steady vs. rivals","https://investing.com/news/forex-news/forex---dollar-trims-gains,-holds-steady-vs.-rivals-483173"
638,"May 10, 2017",Investing.com,Forex - Dollar little changed vs. rivals in subdued trade,https://investing.com/news/forex-news/forex---dollar-little-changed-vs.-rivals-in-subdued-trade-482506
639,"May 10, 2017",Investing.com,Forex - Dollar index holds steady in quiet trade,https://investing.com/news/forex-news/forex---dollar-index-holds-steady-in-quiet-trade-482383
640,"May 10, 2017",Investing.com,Forex - Dollar little changed amid fresh U.S. political concerns,https://investing.com/news/forex-news/forex---dollar-little-changed-amid-fresh-u.s.-political-concerns-482244
641,"May 05, 2017",Investing.com,"CFTC: Speculators Less Bullish on S&P 500, Gold, Silver, Crude Oil","https://investing.com/news/forex-news/cftc:-speculators-less-bullish-on-s-p-500,-gold,-silver,-crude-oil-480747"
642,"May 05, 2017",Investing.com,Forex - Dollar slips to fresh 6-month lows despite jobs data,https://investing.com/news/forex-news/forex---dollar-slips-to-fresh-6-month-lows-despite-jobs-data-480615
643,"May 05, 2017",Investing.com,"Forex - Dollar trims gains, steady after upbeat U.S. jobs data","https://investing.com/news/forex-news/forex---dollar-trims-gains,-steady-after-upbeat-u.s.-jobs-data-480564"
644,"May 05, 2017",Investing.com,Forex - Dollar index edges higher with NFP report on tap,https://investing.com/news/forex-news/forex---dollar-index-edges-higher-with-nfp-report-on-tap-480483
645,"May 03, 2017",Investing.com,Forex - Dollar index pushes higher after strong ISM report,https://investing.com/news/forex-news/forex---dollar-index-pushes-higher-after-strong-ism-report-479793
649,"May 02, 2017",Investing.com,Forex - Dollar index holds steady with eyes on Fed meeting,https://investing.com/news/forex-news/forex---dollar-index-holds-steady-with-eyes-on-fed-meeting-479370
650,"May 02, 2017",Investing.com,Forex - Dollar index little changed in subdued trade,https://investing.com/news/forex-news/forex---dollar-index-little-changed-in-subdued-trade-479314
651,"May 02, 2017",Investing.com,Forex - Dollar index holds steady as caution dominates,https://investing.com/news/forex-news/forex---dollar-index-holds-steady-as-caution-dominates-479222
